student_id,Digital Logic Design (DLD)_mark,lag_Digital Logic Design (DLD),Electrical and Electronics Engineering (EEE)_mark,lag_Electrical and Electronics Engineering (EEE),Engineering Graphics_mark,lag_Engineering Graphics,Engineering Physics_mark,lag_Engineering Physics,Engineering Mathematics – II_mark,lag_Engineering Mathematics – II
860,15.33,0,0.74,1,12.38,1,4.29,1,17.79,0
861,13.71,1,3.81,1,14.4,1,23.23,0,27.45,0
862,29.21,0,18.71,0,1.57,1,19.5,0,3.14,1
863,18.6,0,23.35,0,4.33,1,13.58,1,29.6,0
864,2.44,1,16.98,0,13.1,1,0.4,1,22.12,0
865,21.07,0,8.32,1,11.14,1,2.88,1,12.44,1
866,2.05,1,0.93,1,4.95,1,23.16,0,1.32,1
867,2.23,1,20.36,0,7.11,1,14.74,1,1.96,1
868,20.97,0,4.84,1,25.2,0,21.98,0,7.23,1
869,24.38,0,11.19,1,17.11,0,15.42,0,13.54,1
870,27.49,0,22.38,0,5.97,1,18.87,0,17.28,0
871,22.4,0,14.96,1,4.36,1,27.61,0,13.95,1
872,16.67,0,25.87,0,3.49,1,1.56,1,11.84,1
873,16.35,0,15.9,0,1.43,1,10.06,1,17.15,0
874,3.36,1,23.28,0,0.63,1,18.73,0,13.56,1
875,6.21,1,21.27,0,29.78,0,27.14,0,15.05,0
876,23.43,0,19.63,0,28.36,0,9.13,1,15.66,0
877,12.1,1,27.94,0,13.13,1,18.5,0,18.06,0
878,18.75,0,1.56,1,5.82,1,18.47,0,0.52,1
879,12.35,1,4.35,1,21.88,0,17.0,0,24.82,0
880,13.91,1,12.12,1,10.05,1,3.75,1,13.15,1
881,4.18,1,9.17,1,24.84,0,17.39,0,14.72,1
882,18.95,0,12.56,1,10.61,1,8.38,1,13.64,1
883,27.48,0,28.26,0,27.48,0,19.28,0,3.42,1
884,27.78,0,4.96,1,17.83,0,14.85,1,19.87,0
885,18.66,0,5.67,1,4.46,1,20.61,0,10.09,1
886,28.15,0,5.03,1,24.59,0,14.62,1,29.67,0
887,24.66,0,4.54,1,3.67,1,7.74,1,23.03,0
888,16.41,0,13.21,1,20.95,0,10.81,1,6.07,1
889,8.45,1,11.54,1,18.39,0,22.59,0,23.43,0
890,7.65,1,6.34,1,23.84,0,15.64,0,29.27,0
891,29.12,0,19.05,0,18.06,0,15.16,0,9.33,1
892,10.54,1,22.73,0,15.12,0,21.88,0,13.9,1
893,28.21,0,12.38,1,11.11,1,0.72,1,29.44,0
894,18.55,0,6.54,1,7.28,1,11.02,1,10.04,1
895,10.75,1,15.83,0,4.61,1,8.01,1,18.85,0
896,5.93,1,11.66,1,28.56,0,7.92,1,20.2,0
897,22.68,0,5.74,1,0.2,1,15.92,0,23.05,0
898,5.92,1,11.48,1,7.65,1,14.47,1,12.07,1
899,29.99,0,13.96,1,19.27,0,24.03,0,6.68,1
900,23.2,0,15.92,0,11.34,1,3.02,1,8.44,1
901,19.39,0,28.46,0,6.56,1,28.29,0,13.84,1
902,8.91,1,16.65,0,16.83,0,23.11,0,29.73,0
903,22.52,0,4.19,1,10.12,1,24.91,0,18.65,0
904,23.35,0,0.25,1,17.82,0,14.26,1,7.3,1
905,26.48,0,15.9,0,15.54,0,12.93,1,13.43,1
906,14.66,1,3.69,1,29.29,0,16.16,0,17.0,0
907,18.94,0,0.13,1,2.47,1,23.35,0,9.59,1
908,28.84,0,13.42,1,28.64,0,29.75,0,29.25,0
909,10.3,1,5.74,1,20.82,0,23.74,0,0.49,1
910,14.21,1,6.93,1,19.59,0,5.94,1,10.4,1
911,19.66,0,23.25,0,14.31,1,23.98,0,20.13,0
912,0.31,1,16.39,0,24.46,0,13.3,1,19.87,0
913,11.29,1,15.03,0,18.88,0,23.9,0,17.67,0
914,12.18,1,14.43,1,24.23,0,3.01,1,21.41,0
915,2.31,1,17.18,0,22.97,0,0.79,1,1.27,1
916,7.46,1,2.46,1,9.05,1,4.79,1,24.9,0
917,22.4,0,12.01,1,14.8,1,27.42,0,7.23,1
918,0.39,1,17.34,0,13.55,1,5.17,1,4.08,1
919,19.68,0,29.21,0,13.76,1,14.96,1,25.61,0
920,0.29,1,6.24,1,19.92,0,26.99,0,27.75,0
921,4.65,1,23.07,0,17.8,0,1.49,1,2.51,1
922,8.57,1,28.84,0,22.34,0,7.39,1,25.9,0
923,1.3,1,12.31,1,26.22,0,24.62,0,0.52,1
924,24.22,0,17.94,0,28.73,0,28.3,0,18.39,0
925,5.09,1,20.15,0,21.3,0,15.24,0,10.76,1
926,11.77,1,8.04,1,4.98,1,23.63,0,2.8,1
927,13.9,1,29.85,0,15.75,0,28.36,0,29.14,0
928,15.62,0,29.14,0,29.38,0,12.76,1,6.55,1
929,5.25,1,11.7,1,26.89,0,27.14,0,5.05,1
930,21.65,0,6.9,1,10.42,1,22.87,0,19.84,0
931,5.78,1,0.89,1,18.25,0,15.56,0,0.21,1
932,19.77,0,29.54,0,7.93,1,11.97,1,3.62,1
933,5.03,1,17.41,0,23.07,0,21.87,0,15.11,0
934,9.81,1,24.85,0,12.48,1,26.5,0,23.07,0
935,29.47,0,10.12,1,1.95,1,14.59,1,13.1,1
936,8.2,1,24.77,0,23.06,0,9.39,1,9.23,1
937,25.45,0,2.36,1,25.87,0,22.33,0,13.18,1
938,16.69,0,24.71,0,16.08,0,7.46,1,24.23,0
939,24.12,0,7.46,1,26.3,0,15.2,0,7.48,1
940,16.3,0,21.05,0,19.01,0,9.8,1,19.58,0
941,20.91,0,22.23,0,5.57,1,10.91,1,11.31,1
942,2.56,1,3.8,1,20.5,0,22.41,0,18.67,0
943,27.38,0,12.27,1,5.03,1,27.13,0,29.84,0
944,3.8,1,4.32,1,10.83,1,27.0,0,6.39,1
945,0.8,1,13.67,1,24.98,0,15.0,0,4.18,1
946,6.39,1,9.86,1,19.69,0,23.3,0,18.22,0
947,17.67,0,13.02,1,24.2,0,0.67,1,7.42,1
948,9.17,1,21.34,0,4.53,1,2.99,1,25.56,0
949,20.11,0,3.08,1,15.24,0,20.48,0,17.62,0
950,23.7,0,0.85,1,24.83,0,3.23,1,24.83,0
951,24.45,0,6.37,1,1.42,1,26.43,0,21.38,0
952,12.09,1,12.29,1,2.42,1,20.79,0,1.1,1
953,14.29,1,14.79,1,27.82,0,11.12,1,7.24,1
954,25.53,0,11.25,1,19.05,0,4.64,1,11.53,1
955,0.13,1,12.68,1,24.72,0,20.03,0,11.08,1
956,0.42,1,16.19,0,6.45,1,23.07,0,12.08,1
957,25.08,0,12.2,1,17.25,0,9.98,1,14.75,1
958,11.95,1,17.44,0,9.85,1,2.7,1,0.56,1
959,26.4,0,21.54,0,12.82,1,6.06,1,15.4,0
960,9.99,1,10.84,1,22.82,0,21.61,0,18.71,0
961,19.22,0,9.69,1,14.12,1,26.38,0,10.44,1
962,16.98,0,19.5,0,9.08,1,27.4,0,23.29,0
963,3.06,1,29.49,0,14.92,1,3.83,1,10.38,1
964,14.46,1,7.17,1,12.21,1,11.75,1,19.06,0
965,7.68,1,10.2,1,24.5,0,29.59,0,27.86,0
966,9.72,1,29.69,0,13.92,1,2.09,1,27.55,0
967,2.09,1,0.8,1,25.0,0,0.58,1,26.67,0
968,0.37,1,1.9,1,8.47,1,2.23,1,7.9,1
969,24.51,0,13.82,1,28.82,0,15.3,0,24.63,0
970,4.32,1,6.26,1,4.1,1,8.54,1,5.88,1
971,9.33,1,26.12,0,0.57,1,21.87,0,12.56,1
972,13.77,1,12.92,1,3.67,1,11.77,1,6.91,1
973,11.96,1,17.02,0,27.6,0,7.75,1,24.73,0
974,14.41,1,4.81,1,25.22,0,3.34,1,25.29,0
975,9.46,1,3.65,1,19.85,0,21.33,0,14.57,1
976,24.47,0,0.02,1,21.83,0,19.82,0,11.86,1
977,27.62,0,18.39,0,3.05,1,8.08,1,2.66,1
978,4.41,1,2.65,1,18.17,0,18.54,0,6.24,1
979,7.67,1,6.91,1,17.14,0,27.08,0,24.76,0
980,29.31,0,16.07,0,14.84,1,22.34,0,21.25,0
981,9.66,1,1.01,1,18.21,0,17.46,0,15.41,0
982,23.32,0,16.41,0,9.38,1,2.39,1,26.96,0
983,11.05,1,17.34,0,13.21,1,7.42,1,14.04,1
984,5.5,1,6.91,1,3.46,1,9.83,1,21.81,0
985,19.39,0,5.88,1,0.98,1,21.47,0,7.82,1
986,24.37,0,7.8,1,14.04,1,27.87,0,29.79,0
987,2.4,1,15.76,0,3.16,1,3.95,1,11.53,1
988,13.45,1,5.75,1,2.4,1,5.38,1,25.59,0
989,26.93,0,3.23,1,12.71,1,7.63,1,7.32,1
990,3.55,1,23.95,0,17.63,0,25.16,0,18.31,0
991,0.47,1,4.61,1,16.11,0,25.41,0,25.59,0
992,29.8,0,9.74,1,5.88,1,16.9,0,19.36,0
993,29.02,0,6.59,1,28.2,0,23.73,0,4.07,1
994,23.01,0,19.78,0,17.68,0,28.42,0,7.83,1
995,18.68,0,5.19,1,15.97,0,15.74,0,25.1,0
996,3.9,1,26.95,0,16.69,0,22.98,0,24.08,0
997,22.4,0,22.77,0,4.44,1,20.34,0,15.71,0
998,14.54,1,0.81,1,18.5,0,24.95,0,14.77,1
999,18.24,0,6.93,1,19.65,0,29.74,0,12.48,1
1000,24.97,0,28.05,0,27.54,0,27.44,0,13.68,1
