student_id,Open Elective-IV_mark,lag_Open Elective-IV,Open Elective-III_mark,lag_Open Elective-III,Elective-V_mark,lag_Elective-V,Elective–IV_mark,lag_Elective–IV,Elective -III_mark,lag_Elective -III
865,18.5,0,21.11,0,7.86,1,10.94,1,24.0,0
866,12.7,1,27.08,0,7.14,1,7.44,1,17.05,0
867,28.04,0,29.58,0,22.08,0,10.78,1,20.51,0
868,15.04,0,16.09,0,22.88,0,1.36,1,19.07,0
869,13.77,1,12.17,1,14.89,1,24.35,0,8.77,1
870,2.75,1,24.07,0,22.48,0,28.68,0,12.57,1
871,2.23,1,24.4,0,7.95,1,7.45,1,21.95,0
872,2.47,1,16.1,0,28.99,0,29.54,0,18.94,0
873,26.14,0,12.43,1,18.94,0,23.3,0,17.54,0
874,11.55,1,3.8,1,25.64,0,0.1,1,9.13,1
875,20.06,0,28.37,0,0.61,1,13.96,1,1.22,1
876,19.65,0,15.73,0,23.66,0,12.15,1,18.73,0
877,2.64,1,26.03,0,4.27,1,9.45,1,16.32,0
878,3.33,1,15.56,0,26.21,0,1.32,1,10.23,1
879,19.71,0,16.42,0,14.03,1,10.11,1,25.67,0
880,18.86,0,16.92,0,25.73,0,28.72,0,26.26,0
881,10.38,1,22.39,0,3.21,1,4.27,1,19.99,0
882,26.08,0,8.71,1,9.28,1,21.67,0,28.0,0
883,4.68,1,23.31,0,22.4,0,3.88,1,25.1,0
884,16.84,0,26.19,0,15.37,0,21.02,0,1.4,1
885,26.05,0,26.41,0,28.69,0,12.49,1,20.33,0
886,28.69,0,1.11,1,17.72,0,6.97,1,18.74,0
887,29.73,0,21.38,0,12.44,1,28.98,0,1.41,1
888,19.87,0,18.77,0,12.73,1,23.56,0,19.12,0
889,2.23,1,26.01,0,24.25,0,10.56,1,12.92,1
890,8.57,1,1.28,1,3.26,1,18.82,0,19.75,0
891,3.9,1,4.82,1,24.21,0,2.66,1,5.5,1
892,2.11,1,22.36,0,26.77,0,20.68,0,23.99,0
893,4.22,1,17.77,0,4.84,1,21.79,0,2.82,1
894,17.72,0,20.71,0,13.04,1,21.41,0,28.66,0
895,6.91,1,23.72,0,23.81,0,14.8,1,6.39,1
896,1.15,1,13.96,1,17.53,0,3.99,1,24.41,0
897,16.52,0,12.36,1,0.7,1,11.53,1,3.57,1
898,28.49,0,17.57,0,16.83,0,4.73,1,26.02,0
899,23.41,0,27.58,0,19.47,0,28.04,0,15.57,0
900,25.7,0,25.08,0,29.46,0,22.01,0,6.22,1
901,29.03,0,14.35,1,7.46,1,22.47,0,29.85,0
902,15.58,0,21.88,0,26.43,0,3.97,1,2.48,1
903,22.65,0,13.91,1,21.52,0,24.66,0,29.66,0
904,16.48,0,12.88,1,2.38,1,7.05,1,7.51,1
905,25.16,0,5.12,1,7.68,1,22.53,0,16.64,0
906,2.58,1,24.93,0,22.81,0,25.82,0,8.11,1
907,16.66,0,6.88,1,10.44,1,18.38,0,9.21,1
908,12.86,1,14.88,1,12.7,1,15.03,0,27.77,0
909,9.6,1,24.82,0,24.56,0,28.55,0,2.37,1
910,13.87,1,24.06,0,11.79,1,28.81,0,6.2,1
911,26.8,0,22.13,0,13.27,1,24.74,0,27.2,0
912,22.25,0,16.84,0,6.93,1,25.94,0,24.69,0
913,23.37,0,18.69,0,29.79,0,5.25,1,2.49,1
914,11.48,1,29.21,0,28.02,0,26.54,0,5.38,1
915,3.84,1,10.01,1,25.92,0,3.34,1,27.06,0
916,15.29,0,21.2,0,27.07,0,17.56,0,23.15,0
917,2.01,1,3.37,1,25.35,0,18.87,0,1.4,1
918,26.51,0,24.78,0,4.83,1,20.06,0,5.06,1
919,27.38,0,20.17,0,0.1,1,4.72,1,15.3,0
920,23.19,0,4.01,1,11.01,1,3.59,1,9.35,1
921,6.95,1,12.79,1,4.06,1,26.75,0,27.97,0
922,21.03,0,5.99,1,9.32,1,16.1,0,17.02,0
923,10.87,1,17.38,0,3.89,1,15.31,0,7.47,1
924,6.33,1,10.56,1,13.37,1,10.95,1,2.67,1
925,26.92,0,17.68,0,17.77,0,20.25,0,4.14,1
926,7.79,1,19.77,0,19.99,0,9.44,1,9.21,1
927,23.46,0,19.11,0,18.03,0,15.24,0,16.15,0
928,29.4,0,27.6,0,4.66,1,10.92,1,16.16,0
929,10.75,1,22.2,0,6.79,1,22.23,0,1.23,1
930,18.45,0,15.87,0,0.46,1,22.73,0,23.93,0
931,13.11,1,27.42,0,19.04,0,11.92,1,15.57,0
932,11.32,1,1.87,1,3.34,1,28.79,0,12.18,1
933,21.23,0,4.7,1,12.21,1,8.28,1,21.05,0
934,27.87,0,10.17,1,10.3,1,27.15,0,21.78,0
935,27.81,0,5.68,1,14.1,1,6.1,1,22.79,0
936,8.8,1,9.72,1,15.05,0,14.81,1,29.37,0
937,20.89,0,13.3,1,21.69,0,14.5,1,13.15,1
938,2.58,1,24.46,0,11.32,1,26.46,0,5.6,1
939,16.25,0,12.66,1,27.07,0,15.17,0,5.97,1
940,26.33,0,6.56,1,26.87,0,15.51,0,1.78,1
941,2.46,1,18.52,0,2.25,1,2.8,1,0.42,1
942,28.72,0,3.69,1,3.79,1,15.58,0,15.17,0
943,25.36,0,12.92,1,6.22,1,14.66,1,6.45,1
944,13.52,1,2.29,1,29.14,0,17.71,0,29.81,0
945,17.37,0,21.3,0,29.58,0,17.11,0,15.24,0
946,5.37,1,29.89,0,3.93,1,8.74,1,29.91,0
947,20.68,0,16.84,0,17.82,0,1.17,1,1.99,1
948,6.62,1,26.04,0,29.24,0,22.54,0,18.51,0
949,28.16,0,0.21,1,17.59,0,23.93,0,23.02,0
950,0.27,1,19.73,0,18.6,0,29.54,0,5.7,1
951,1.36,1,28.11,0,21.08,0,2.23,1,0.26,1
952,4.87,1,19.58,0,14.22,1,25.53,0,24.42,0
953,22.25,0,8.68,1,28.9,0,27.57,0,0.49,1
954,6.35,1,15.33,0,13.44,1,15.9,0,9.41,1
955,12.87,1,22.0,0,5.61,1,23.62,0,8.62,1
956,5.34,1,2.25,1,23.3,0,27.71,0,26.38,0
957,9.95,1,16.26,0,14.65,1,28.81,0,18.41,0
958,9.02,1,13.42,1,10.41,1,7.1,1,21.51,0
959,12.48,1,9.31,1,1.4,1,9.62,1,2.58,1
960,24.34,0,22.96,0,16.97,0,1.72,1,3.52,1
961,11.71,1,2.43,1,20.75,0,19.15,0,18.2,0
962,9.49,1,10.81,1,16.43,0,8.77,1,15.88,0
963,25.59,0,4.56,1,25.96,0,17.87,0,26.08,0
964,20.52,0,0.56,1,0.04,1,18.2,0,24.38,0
965,16.75,0,15.61,0,17.0,0,23.83,0,15.86,0
966,26.28,0,25.96,0,17.41,0,5.09,1,17.6,0
967,8.05,1,12.43,1,29.57,0,0.77,1,4.42,1
968,4.03,1,6.47,1,12.76,1,14.51,1,4.94,1
969,23.14,0,18.47,0,24.87,0,5.45,1,0.9,1
970,29.25,0,29.09,0,25.37,0,21.82,0,12.16,1
971,19.14,0,7.12,1,2.28,1,17.57,0,8.33,1
972,14.77,1,5.61,1,5.44,1,12.39,1,15.56,0
973,16.62,0,15.4,0,8.4,1,18.62,0,5.69,1
974,3.14,1,23.19,0,1.22,1,23.17,0,8.32,1
975,12.62,1,2.59,1,18.06,0,24.31,0,25.43,0
976,27.21,0,23.06,0,29.25,0,22.69,0,10.8,1
977,16.03,0,0.64,1,18.96,0,16.67,0,23.51,0
978,15.51,0,25.76,0,12.83,1,5.13,1,7.08,1
979,4.99,1,13.3,1,29.51,0,27.13,0,22.27,0
980,20.4,0,12.57,1,0.17,1,12.26,1,24.92,0
981,24.19,0,1.02,1,12.49,1,10.81,1,29.78,0
982,23.35,0,23.13,0,4.57,1,13.34,1,22.19,0
983,8.85,1,15.74,0,9.44,1,4.03,1,0.97,1
984,21.74,0,23.13,0,5.37,1,27.04,0,12.17,1
985,25.65,0,28.81,0,6.72,1,26.28,0,29.67,0
986,25.63,0,27.89,0,2.99,1,12.2,1,7.37,1
987,13.87,1,1.93,1,25.5,0,8.73,1,11.5,1
988,14.91,1,21.87,0,6.44,1,19.9,0,16.53,0
989,13.05,1,5.79,1,0.14,1,13.91,1,15.63,0
990,6.12,1,3.95,1,22.2,0,6.29,1,19.28,0
991,5.51,1,11.69,1,20.92,0,22.6,0,21.39,0
992,29.09,0,28.36,0,19.77,0,2.87,1,19.18,0
993,29.67,0,6.82,1,22.47,0,16.32,0,5.11,1
994,18.67,0,18.17,0,23.04,0,16.18,0,25.21,0
995,9.89,1,10.32,1,15.51,0,3.01,1,16.63,0
996,28.5,0,11.14,1,15.51,0,4.85,1,9.08,1
997,18.15,0,21.42,0,20.85,0,6.51,1,13.64,1
998,19.67,0,21.94,0,9.13,1,6.71,1,21.71,0
999,5.74,1,17.09,0,13.48,1,17.79,0,7.3,1
1000,28.09,0,4.93,1,5.89,1,20.28,0,25.84,0
