student_id,Object-Oriented Software Engineering_mark,lag_Object-Oriented Software Engineering,Web Technologies_mark,lag_Web Technologies,Artificial Intelligence_mark,lag_Artificial Intelligence,Open Elective-II_mark,lag_Open Elective-II,Elective-II_mark,lag_Elective-II
863,26.32,0,4.48,1,1.77,1,3.95,1,0.19,1
864,19.16,0,6.59,1,8.84,1,0.16,1,7.29,1
865,23.67,0,10.04,1,15.34,0,11.94,1,19.21,0
866,22.85,0,21.91,0,6.42,1,17.92,0,21.12,0
867,19.21,0,29.35,0,23.71,0,18.55,0,17.64,0
868,14.9,1,7.29,1,11.74,1,20.42,0,21.31,0
869,20.9,0,8.69,1,1.73,1,1.65,1,3.1,1
870,17.61,0,3.45,1,16.81,0,19.93,0,23.14,0
871,7.63,1,27.85,0,8.29,1,17.62,0,4.38,1
872,13.28,1,6.91,1,12.19,1,0.41,1,17.66,0
873,10.02,1,20.47,0,20.69,0,29.39,0,7.25,1
874,22.75,0,1.55,1,18.46,0,19.02,0,15.16,0
875,16.89,0,2.06,1,24.47,0,11.27,1,22.43,0
876,4.57,1,3.31,1,4.67,1,20.54,0,9.43,1
877,25.79,0,27.04,0,16.73,0,4.94,1,13.25,1
878,10.15,1,4.82,1,5.2,1,5.36,1,5.38,1
879,9.75,1,0.03,1,22.41,0,7.65,1,26.53,0
880,26.53,0,28.39,0,11.4,1,15.86,0,5.98,1
881,4.3,1,0.13,1,14.38,1,8.85,1,10.15,1
882,29.94,0,12.54,1,23.45,0,5.05,1,25.83,0
883,6.26,1,12.04,1,14.94,1,29.15,0,25.27,0
884,1.83,1,22.42,0,10.18,1,5.53,1,13.64,1
885,9.4,1,3.33,1,15.6,0,4.99,1,23.2,0
886,29.91,0,18.33,0,13.29,1,22.79,0,21.11,0
887,13.68,1,3.92,1,19.97,0,21.6,0,17.73,0
888,19.18,0,24.68,0,25.74,0,2.26,1,8.63,1
889,2.66,1,3.6,1,17.54,0,8.29,1,28.28,0
890,29.66,0,7.35,1,29.97,0,8.6,1,15.05,0
891,13.69,1,8.37,1,12.77,1,7.44,1,25.97,0
892,28.35,0,3.42,1,3.9,1,2.39,1,13.01,1
893,9.57,1,21.52,0,29.15,0,16.79,0,9.97,1
894,14.66,1,26.84,0,23.49,0,26.41,0,3.71,1
895,7.54,1,17.47,0,6.18,1,18.69,0,24.1,0
896,8.72,1,24.1,0,21.63,0,18.98,0,17.52,0
897,7.22,1,20.52,0,11.09,1,18.53,0,4.42,1
898,24.45,0,1.54,1,11.94,1,25.02,0,13.12,1
899,1.47,1,27.98,0,28.96,0,18.32,0,26.12,0
900,16.59,0,7.66,1,24.3,0,13.08,1,5.12,1
901,3.01,1,17.17,0,11.46,1,4.03,1,3.45,1
902,11.44,1,16.74,0,27.96,0,7.47,1,27.36,0
903,7.79,1,18.14,0,20.0,0,20.77,0,8.57,1
904,0.44,1,13.8,1,27.84,0,21.47,0,29.38,0
905,5.96,1,5.0,1,6.98,1,27.9,0,29.76,0
906,6.73,1,6.85,1,22.32,0,0.94,1,16.89,0
907,5.6,1,23.25,0,7.66,1,13.35,1,23.09,0
908,11.78,1,4.44,1,15.3,0,28.81,0,16.65,0
909,23.76,0,2.97,1,21.61,0,24.22,0,2.42,1
910,14.95,1,18.82,0,19.31,0,13.04,1,0.31,1
911,19.16,0,26.27,0,23.85,0,21.92,0,10.65,1
912,9.33,1,5.4,1,15.85,0,3.35,1,14.98,1
913,21.98,0,27.76,0,3.53,1,1.43,1,28.8,0
914,29.05,0,0.72,1,25.69,0,20.29,0,18.39,0
915,24.83,0,26.39,0,6.05,1,10.06,1,10.84,1
916,7.32,1,8.2,1,9.58,1,26.58,0,11.57,1
917,12.83,1,29.84,0,24.01,0,27.06,0,1.62,1
918,1.9,1,7.97,1,25.5,0,11.01,1,25.57,0
919,1.02,1,9.6,1,19.57,0,16.6,0,11.39,1
920,19.89,0,26.42,0,13.36,1,26.35,0,22.33,0
921,14.97,1,28.95,0,7.52,1,27.26,0,25.67,0
922,4.52,1,9.86,1,1.87,1,19.37,0,14.84,1
923,14.62,1,28.01,0,20.75,0,20.29,0,27.31,0
924,7.33,1,26.81,0,12.73,1,25.68,0,25.03,0
925,23.8,0,24.84,0,17.98,0,2.23,1,17.72,0
926,19.97,0,25.29,0,25.15,0,10.08,1,28.79,0
927,26.1,0,2.69,1,4.29,1,9.96,1,29.97,0
928,12.4,1,22.19,0,0.13,1,3.67,1,26.54,0
929,26.21,0,2.72,1,13.27,1,29.5,0,11.63,1
930,2.55,1,12.99,1,23.59,0,5.04,1,8.74,1
931,16.85,0,16.81,0,17.68,0,8.03,1,3.32,1
932,0.08,1,10.34,1,11.58,1,25.79,0,18.8,0
933,6.37,1,20.55,0,22.86,0,12.34,1,10.45,1
934,29.96,0,20.73,0,9.01,1,8.51,1,4.66,1
935,1.92,1,24.64,0,20.38,0,10.53,1,16.57,0
936,0.07,1,20.35,0,25.85,0,3.28,1,12.51,1
937,24.11,0,24.34,0,29.35,0,25.49,0,20.3,0
938,15.79,0,2.45,1,17.88,0,3.42,1,11.2,1
939,9.06,1,4.78,1,17.87,0,18.82,0,19.81,0
940,19.96,0,27.14,0,7.88,1,29.29,0,10.41,1
941,0.03,1,24.4,0,16.42,0,13.86,1,6.04,1
942,6.96,1,6.69,1,16.83,0,2.89,1,4.92,1
943,28.17,0,10.03,1,7.38,1,0.38,1,25.22,0
944,20.03,0,12.03,1,6.58,1,4.41,1,22.46,0
945,8.85,1,3.74,1,13.53,1,28.08,0,16.58,0
946,7.53,1,5.41,1,28.81,0,24.68,0,11.51,1
947,22.55,0,5.28,1,17.79,0,3.05,1,13.13,1
948,18.96,0,29.02,0,5.58,1,11.48,1,4.5,1
949,22.73,0,0.34,1,12.49,1,8.61,1,14.65,1
950,15.43,0,23.43,0,25.65,0,21.45,0,27.54,0
951,12.84,1,1.86,1,10.71,1,6.13,1,19.11,0
952,5.96,1,5.84,1,18.31,0,14.83,1,11.86,1
953,19.94,0,28.44,0,28.5,0,19.11,0,9.16,1
954,27.52,0,6.4,1,4.27,1,16.64,0,20.01,0
955,16.23,0,21.41,0,6.23,1,22.95,0,3.78,1
956,13.89,1,17.45,0,5.08,1,23.64,0,7.44,1
957,21.32,0,28.75,0,6.47,1,14.3,1,10.44,1
958,28.62,0,9.52,1,21.89,0,3.88,1,16.53,0
959,9.15,1,21.71,0,25.47,0,3.96,1,4.77,1
960,20.05,0,29.98,0,14.18,1,21.11,0,20.52,0
961,17.88,0,20.44,0,0.95,1,21.58,0,8.28,1
962,25.62,0,9.31,1,28.65,0,0.3,1,6.01,1
963,1.24,1,14.62,1,1.44,1,26.22,0,10.66,1
964,3.56,1,24.93,0,20.53,0,14.75,1,5.89,1
965,4.13,1,28.5,0,10.6,1,26.46,0,16.99,0
966,19.15,0,12.45,1,24.34,0,1.17,1,10.58,1
967,2.97,1,15.8,0,2.34,1,6.53,1,6.98,1
968,12.98,1,8.7,1,0.47,1,13.3,1,10.19,1
969,13.16,1,23.83,0,27.68,0,20.81,0,10.4,1
970,25.19,0,8.31,1,2.92,1,10.15,1,19.82,0
971,10.02,1,20.1,0,24.01,0,3.55,1,15.22,0
972,3.41,1,27.76,0,9.59,1,19.49,0,29.44,0
973,27.82,0,28.72,0,8.3,1,19.97,0,21.49,0
974,3.2,1,28.14,0,17.2,0,8.56,1,16.6,0
975,8.55,1,20.4,0,29.3,0,8.39,1,18.72,0
976,3.76,1,19.59,0,23.71,0,2.25,1,4.14,1
977,4.86,1,2.78,1,9.94,1,13.73,1,26.36,0
978,7.85,1,2.67,1,5.22,1,3.89,1,25.74,0
979,15.07,0,1.67,1,4.33,1,10.45,1,5.2,1
980,25.66,0,28.32,0,29.14,0,27.76,0,9.11,1
981,25.3,0,24.36,0,15.49,0,8.92,1,28.23,0
982,17.83,0,6.62,1,26.95,0,13.69,1,17.6,0
983,4.78,1,2.38,1,7.03,1,5.86,1,11.78,1
984,5.28,1,13.49,1,10.19,1,26.18,0,8.36,1
985,9.6,1,11.43,1,23.99,0,9.5,1,12.98,1
986,21.55,0,8.99,1,5.7,1,5.7,1,10.48,1
987,21.44,0,28.98,0,21.54,0,25.01,0,17.68,0
988,13.33,1,4.67,1,19.21,0,28.32,0,4.34,1
989,28.82,0,17.36,0,1.19,1,29.23,0,3.79,1
990,28.6,0,20.0,0,19.49,0,13.6,1,18.0,0
991,13.33,1,11.26,1,23.31,0,21.2,0,9.1,1
992,25.29,0,10.8,1,15.47,0,14.82,1,20.32,0
993,21.99,0,9.99,1,26.27,0,27.01,0,20.61,0
994,21.13,0,0.18,1,19.96,0,2.69,1,21.94,0
995,23.61,0,27.0,0,26.2,0,20.39,0,25.22,0
996,22.2,0,7.89,1,29.04,0,17.13,0,20.95,0
997,29.52,0,4.28,1,27.28,0,25.78,0,9.86,1
998,4.12,1,20.21,0,27.13,0,18.36,0,25.87,0
999,23.48,0,2.46,1,11.73,1,1.81,1,25.33,0
1000,14.1,1,1.74,1,23.37,0,23.64,0,24.03,0
