student_id,Data Warehousing and Data Mining_mark,lag_Data Warehousing and Data Mining,Compiler Design_mark,lag_Compiler Design,Computer Networks_mark,lag_Computer Networks,Open Elective–I_mark,lag_Open Elective–I,Elective-I_mark,lag_Elective-I
864,11.7,1,9.41,1,12.24,1,22.74,0,18.76,0
865,25.05,0,2.23,1,20.58,0,23.05,0,12.87,1
866,1.69,1,17.74,0,17.62,0,1.08,1,4.99,1
867,7.55,1,1.94,1,14.21,1,23.56,0,19.8,0
868,10.52,1,16.82,0,25.5,0,7.85,1,9.66,1
869,18.27,0,4.76,1,15.13,0,20.58,0,22.51,0
870,17.21,0,21.28,0,1.63,1,29.42,0,13.74,1
871,10.38,1,19.62,0,21.45,0,25.07,0,2.64,1
872,0.13,1,8.53,1,7.36,1,4.78,1,29.95,0
873,8.03,1,16.0,0,20.62,0,4.2,1,27.01,0
874,3.6,1,19.53,0,4.5,1,3.74,1,16.47,0
875,21.86,0,6.01,1,9.99,1,6.72,1,27.09,0
876,23.67,0,26.26,0,18.39,0,18.89,0,20.58,0
877,17.59,0,28.86,0,20.96,0,16.68,0,16.8,0
878,19.05,0,0.26,1,19.78,0,11.17,1,3.59,1
879,10.85,1,25.42,0,12.8,1,24.43,0,6.91,1
880,28.52,0,18.32,0,25.89,0,1.35,1,14.72,1
881,21.81,0,9.07,1,25.92,0,23.34,0,11.79,1
882,3.78,1,3.07,1,17.06,0,9.93,1,28.35,0
883,13.46,1,6.7,1,17.36,0,1.99,1,15.91,0
884,20.74,0,0.11,1,15.38,0,25.44,0,22.36,0
885,3.74,1,21.48,0,28.76,0,24.72,0,25.92,0
886,0.85,1,0.42,1,23.3,0,6.34,1,14.29,1
887,4.36,1,23.1,0,8.91,1,4.46,1,22.41,0
888,11.76,1,25.2,0,27.58,0,22.31,0,5.0,1
889,16.6,0,24.08,0,12.43,1,20.37,0,29.65,0
890,12.4,1,23.38,0,18.28,0,3.47,1,7.76,1
891,26.66,0,20.51,0,5.21,1,25.56,0,9.51,1
892,6.26,1,17.35,0,22.24,0,17.0,0,0.2,1
893,10.93,1,28.77,0,1.53,1,21.31,0,4.31,1
894,7.08,1,9.0,1,21.28,0,29.52,0,16.63,0
895,16.38,0,20.33,0,16.54,0,0.08,1,14.51,1
896,0.67,1,16.6,0,28.97,0,13.87,1,3.52,1
897,20.96,0,18.4,0,6.02,1,4.84,1,6.03,1
898,17.54,0,8.76,1,14.69,1,18.4,0,6.0,1
899,27.29,0,18.68,0,26.66,0,9.66,1,14.18,1
900,0.5,1,10.82,1,21.08,0,14.15,1,0.65,1
901,29.46,0,12.33,1,20.07,0,10.73,1,4.39,1
902,18.16,0,23.38,0,12.31,1,10.57,1,16.3,0
903,19.2,0,17.64,0,12.61,1,5.31,1,6.83,1
904,18.91,0,20.28,0,28.37,0,5.06,1,28.58,0
905,1.72,1,13.7,1,6.4,1,28.55,0,18.95,0
906,24.39,0,17.19,0,28.87,0,24.28,0,27.32,0
907,9.54,1,5.32,1,0.77,1,4.03,1,7.15,1
908,22.86,0,27.28,0,4.93,1,11.99,1,15.34,0
909,4.96,1,1.54,1,1.24,1,17.89,0,22.67,0
910,13.9,1,19.04,0,28.61,0,7.22,1,0.84,1
911,11.89,1,20.91,0,11.04,1,22.53,0,12.72,1
912,10.56,1,29.9,0,14.46,1,8.13,1,29.14,0
913,26.91,0,11.98,1,9.13,1,9.55,1,25.55,0
914,17.62,0,11.43,1,1.63,1,9.72,1,5.41,1
915,3.92,1,22.44,0,27.72,0,9.2,1,1.75,1
916,27.84,0,7.01,1,26.39,0,29.67,0,28.97,0
917,6.16,1,18.21,0,13.16,1,18.04,0,24.43,0
918,0.56,1,10.93,1,11.75,1,20.61,0,14.83,1
919,2.63,1,0.7,1,21.76,0,3.51,1,29.82,0
920,28.33,0,20.46,0,1.88,1,17.79,0,3.04,1
921,13.3,1,28.71,0,25.18,0,3.95,1,22.15,0
922,20.09,0,1.15,1,18.83,0,7.25,1,13.39,1
923,22.24,0,21.32,0,4.27,1,12.72,1,25.21,0
924,21.01,0,24.83,0,3.21,1,27.83,0,28.32,0
925,3.31,1,16.56,0,16.42,0,10.17,1,4.37,1
926,19.13,0,18.67,0,24.19,0,4.47,1,9.16,1
927,26.58,0,22.59,0,22.02,0,9.64,1,7.62,1
928,16.94,0,26.2,0,23.55,0,8.73,1,20.86,0
929,27.59,0,24.64,0,7.45,1,0.22,1,25.42,0
930,24.99,0,5.9,1,22.84,0,21.32,0,8.23,1
931,19.03,0,16.18,0,14.35,1,25.47,0,5.87,1
932,26.29,0,21.28,0,6.52,1,7.28,1,11.86,1
933,7.18,1,25.64,0,21.86,0,5.77,1,0.81,1
934,0.5,1,16.83,0,3.91,1,6.97,1,20.35,0
935,19.98,0,8.96,1,10.26,1,22.42,0,24.6,0
936,0.21,1,18.17,0,28.71,0,4.31,1,23.97,0
937,14.03,1,2.12,1,21.68,0,19.56,0,6.43,1
938,27.94,0,24.41,0,22.53,0,16.55,0,14.15,1
939,20.36,0,11.5,1,3.56,1,24.4,0,8.04,1
940,0.84,1,27.39,0,20.14,0,23.77,0,21.51,0
941,0.61,1,10.39,1,13.58,1,17.84,0,10.15,1
942,7.14,1,3.9,1,13.97,1,21.52,0,7.61,1
943,22.79,0,11.18,1,7.88,1,13.97,1,13.54,1
944,22.67,0,18.58,0,5.21,1,9.37,1,12.83,1
945,18.73,0,18.17,0,17.19,0,2.45,1,11.12,1
946,26.17,0,20.17,0,28.53,0,27.25,0,4.19,1
947,11.25,1,17.88,0,24.52,0,21.46,0,8.56,1
948,1.68,1,25.88,0,11.91,1,19.74,0,0.64,1
949,11.33,1,7.95,1,0.05,1,12.37,1,8.59,1
950,5.42,1,15.03,0,25.4,0,9.49,1,21.16,0
951,1.91,1,29.18,0,8.39,1,5.1,1,20.87,0
952,15.71,0,26.62,0,8.78,1,25.22,0,28.86,0
953,0.44,1,20.94,0,18.3,0,1.97,1,27.06,0
954,18.59,0,5.22,1,7.54,1,0.87,1,26.91,0
955,28.92,0,8.69,1,15.69,0,1.72,1,6.31,1
956,8.26,1,8.52,1,18.43,0,11.67,1,22.68,0
957,13.12,1,16.58,0,25.84,0,10.06,1,20.5,0
958,19.06,0,16.94,0,26.91,0,28.48,0,26.41,0
959,2.23,1,2.19,1,15.93,0,20.83,0,0.21,1
960,1.16,1,14.65,1,11.93,1,22.42,0,26.3,0
961,29.84,0,6.28,1,12.01,1,27.23,0,1.42,1
962,0.71,1,21.66,0,1.99,1,26.57,0,0.58,1
963,24.26,0,19.52,0,0.27,1,4.33,1,14.22,1
964,28.34,0,28.43,0,20.38,0,25.21,0,24.56,0
965,17.61,0,10.73,1,0.02,1,0.79,1,15.66,0
966,10.76,1,28.93,0,4.45,1,6.84,1,18.1,0
967,9.86,1,11.56,1,28.33,0,11.79,1,18.08,0
968,18.96,0,25.21,0,8.79,1,15.93,0,5.38,1
969,12.51,1,2.38,1,6.57,1,21.95,0,6.94,1
970,8.86,1,17.9,0,26.45,0,5.84,1,18.88,0
971,3.94,1,4.74,1,1.34,1,3.63,1,11.61,1
972,26.95,0,17.74,0,29.78,0,2.89,1,25.74,0
973,6.67,1,3.96,1,29.14,0,25.87,0,4.42,1
974,28.95,0,29.73,0,17.28,0,12.97,1,22.86,0
975,5.33,1,24.66,0,16.71,0,17.17,0,14.45,1
976,26.03,0,1.77,1,14.16,1,26.8,0,16.51,0
977,15.17,0,19.96,0,29.13,0,17.03,0,10.0,1
978,22.38,0,4.07,1,15.32,0,20.96,0,0.89,1
979,20.57,0,2.8,1,3.73,1,18.35,0,16.49,0
980,2.3,1,19.5,0,22.37,0,14.76,1,12.52,1
981,16.83,0,20.92,0,5.89,1,14.92,1,0.34,1
982,16.29,0,19.22,0,6.14,1,16.61,0,2.67,1
983,8.47,1,23.52,0,4.67,1,21.47,0,16.59,0
984,11.8,1,9.94,1,10.4,1,27.58,0,19.83,0
985,14.63,1,7.1,1,9.05,1,25.97,0,0.18,1
986,8.15,1,24.79,0,15.99,0,21.37,0,10.92,1
987,0.62,1,0.25,1,20.22,0,19.3,0,0.23,1
988,16.15,0,27.11,0,15.78,0,22.5,0,22.65,0
989,21.13,0,8.05,1,19.8,0,8.75,1,6.55,1
990,0.06,1,15.27,0,3.31,1,2.78,1,7.21,1
991,29.36,0,4.66,1,25.18,0,2.84,1,9.78,1
992,19.03,0,4.0,1,24.48,0,19.36,0,11.67,1
993,15.46,0,25.03,0,12.04,1,7.13,1,11.36,1
994,5.96,1,3.76,1,21.88,0,12.05,1,29.11,0
995,4.19,1,12.12,1,28.7,0,9.7,1,25.24,0
996,22.72,0,2.95,1,29.63,0,4.93,1,24.9,0
997,6.39,1,25.7,0,5.18,1,26.3,0,19.0,0
998,22.14,0,5.7,1,0.66,1,21.14,0,28.06,0
999,23.65,0,20.17,0,20.57,0,26.8,0,28.63,0
1000,8.61,1,27.2,0,14.5,1,4.3,1,5.65,1
